Alloy Name,Density,Young's Modulus,Yield Strength,Tensile Strength,Fatigue Strength,Specific Heat,Coefficient of Thermal Expansion,Metal Chemical Notations
"Aluminum 355.0-T7, Sand Cast","{'metric_value': '2.71', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '70.3', 'metric_unit': 'GPa', 'comment': 'Compressive modulus in is typically about 2% higher for Al alloys'}","{'metric_value': '250', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '241', 'metric_unit': 'MPa', 'comment': 'AA'}","{'metric_value': '66.0', 'metric_unit': 'MPa', 'comment': 'Notch Status unknown, R.R. Moore Test'}","{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '22.3 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '90.3 - 94.1 %', '90.3 - 94.1 %', 'As remainder'], ['Chromium, Cr', '<= 0.25 %', '<= 0.25 %', ''], ['Copper, Cu', '1.0 - 1.5 %', '1.0 - 1.5 %', ''], ['Iron, Fe', '<= 0.60 %', '<= 0.60 %', ''], ['Magnesium, Mg', '0.40 - 0.60 %', '0.40 - 0.60 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '4.5 - 5.5 %', '4.5 - 5.5 %', ''], ['Titanium, Ti', '<= 0.25 %', '<= 0.25 %', ''], ['Zinc, Zn', '<= 0.35 %', '<= 0.35 %', '']]"
Aluminum 2017-O,"{'metric_value': '2.79', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '72.4', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '68.9', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '179', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '89.6', 'metric_unit': 'MPa', 'comment': 'completely reversed stress; RR Moore machine/specimen'}","{'metric_value': '0.880', 'metric_unit': 'J/g-°C', 'comment': 'Estimated from trends in similar Al alloys.'}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '91.5 - 95.5 %', '91.5 - 95.5 %', 'As remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '3.5 - 4.5 %', '3.5 - 4.5 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Magnesium, Mg', '0.40 - 0.80 %', '0.40 - 0.80 %', ''], ['Manganese, Mn', '0.40 - 1.0 %', '0.40 - 1.0 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
Aluminum 380.0-F Die Casting Alloy,"{'metric_value': '2.76', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': 'Compressive modulus in is typically about 2% higher for Al alloys'}","{'metric_value': '159', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '317', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '138', 'metric_unit': 'MPa', 'comment': 'Notch Status unknown, R.R. Moore Test'}","{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '21.2 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '79.6 - 89.5 %', '79.6 - 89.5 %', 'As remainder'], ['Copper, Cu', '3.0 - 4.0 %', '3.0 - 4.0 %', ''], ['Iron, Fe', '<= 2.0 %', '<= 2.0 %', ''], ['Magnesium, Mg', '<= 0.10 %', '<= 0.10 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Nickel, Ni', '<= 0.50 %', '<= 0.50 %', ''], ['Other, total', '<= 0.50 %', '<= 0.50 %', ''], ['Silicon, Si', '7.5 - 9.5 %', '7.5 - 9.5 %', ''], ['Tin, Sn', '<= 0.35 %', '<= 0.35 %', ''], ['Zinc, Zn', '<= 3.0 %', '<= 3.0 %', '']]"
Kaiser 6040 T8 Rod & Bar,"{'metric_value': '2.70', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '303', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '324', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Aluminum, Al', '93.75 - 98.15 %', '93.75 - 98.15 %', 'As Balance'], ['Bismuth, Bi', '0.15 - 0.70 %', '0.15 - 0.70 %', ''], ['Chromium, Cr', '<= 0.15 %', '<= 0.15 %', ''], ['Copper, Cu', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Magnesium, Mg', '0.80 - 1.2 %', '0.80 - 1.2 %', ''], ['Manganese, Mn', '<= 0.15 %', '<= 0.15 %', ''], ['Other, each', '<= 0.050 %', '<= 0.050 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '0.40 - 0.80 %', '0.40 - 0.80 %', ''], ['Tin, Sn', '0.30 - 1.2 %', '0.30 - 1.2 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', ''], [''], [], ['Anodize Response3', 'A', ''], ['Cold Workability3', 'D', ''], ['General Corrosion Resistance1', 'B', ''], ['Machinability3', 'B', ''], ['Stress Corrosion Resistance2', 'A', '']]"
4015-H18 Aluminum,"{'metric_value': '2.71', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}",,"{'metric_value': '180', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '21', 'metric_unit': '0', 'comment': ''}",,,,"[['Aluminum, Al', '94.8 - 97.9 %', '94.8 - 97.9 %', 'As remainder'], ['Copper, Cu', '<= 0.20 %', '<= 0.20 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Magnesium, Mg', '0.10 - 0.50 %', '0.10 - 0.50 %', ''], ['Manganese, Mn', '0.60 - 1.2 %', '0.60 - 1.2 %', ''], ['Other, each', '<= 0.050 %', '<= 0.050 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '1.4 - 2.2 %', '1.4 - 2.2 %', ''], ['Zinc, Zn', '<= 0.20 %', '<= 0.20 %', '']]"
"Aluminum 712.0-F, Sand Cast","{'metric_value': '2.81', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': 'Compressive modulus in is typically about 2% higher for Al alloys'}","{'metric_value': '172', 'metric_unit': 'MPa', 'comment': 'AA'}","{'metric_value': '234', 'metric_unit': 'MPa', 'comment': 'AA'}","{'metric_value': '62.0', 'metric_unit': 'MPa', 'comment': 'Notch Status unknown, R.R. Moore Test'}","{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '24.7 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '90.6 - 94 %', '90.6 - 94 %', 'As remainder'], ['Chromium, Cr', '0.40 - 0.60 %', '0.40 - 0.60 %', ''], ['Copper, Cu', '<= 0.25 %', '<= 0.25 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '0.50 - 0.65 %', '0.50 - 0.65 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.20 %', '<= 0.20 %', ''], ['Silicon, Si', '<= 0.30 %', '<= 0.30 %', ''], ['Titanium, Ti', '0.15 - 0.25 %', '0.15 - 0.25 %', ''], ['Zinc, Zn', '5.0 - 6.5 %', '5.0 - 6.5 %', '']]"
"Aluminum 333.0-T7, Permanent Mold Cast","{'metric_value': '2.77', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '73.0', 'metric_unit': 'GPa', 'comment': 'Estimated from 360.0'}",,"{'metric_value': '214', 'metric_unit': 'MPa', 'comment': 'AA'}",,"{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': 'Typical for cast aluminum'}","[{'value': '20.5 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '81.8 - 89 %', '81.8 - 89 %', 'As remainder'], ['Copper, Cu', '3.0 - 4.0 %', '3.0 - 4.0 %', ''], ['Iron, Fe', '<= 1.0 %', '<= 1.0 %', ''], ['Magnesium, Mg', '0.05 - 0.50 %', '0.05 - 0.50 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Nickel, Ni', '<= 0.50 %', '<= 0.50 %', ''], ['Other, total', '<= 0.50 %', '<= 0.50 %', ''], ['Silicon, Si', '8.0 - 10 %', '8.0 - 10 %', ''], ['Titanium, Ti', '<= 0.25 %', '<= 0.25 %', ''], ['Zinc, Zn', '<= 1.0 %', '<= 1.0 %', '']]"
"Materion SupremEX® 217XG Aluminum - Silicon Carbide Metal Matrix Composite, T6 HWQ Billet","{'metric_value': '2.86', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '98.0', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '530', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '620', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.848', 'metric_unit': 'J/g-°C', 'comment': ''}",,[]
"DWA 6092/SiC/17.5p-T6 Aluminum SiC Metal-Matrix-Composite (Al MMC), Extruded","{'metric_value': '2.80', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '97.0', 'metric_unit': 'GPa', 'comment': 'LT Orientation'}","{'metric_value': '376', 'metric_unit': 'MPa', 'comment': 'LT Orientation'}","{'metric_value': '462', 'metric_unit': 'MPa', 'comment': 'L Orientation'}",,,,"[['Aluminum, Al', '95.6 - 98 %', '95.6 - 98 %', 'As Balance, Metal Alloy Basis'], ['Copper, Cu', '0.70 - 1.0 %', '0.70 - 1.0 %', 'Metal Alloy Basis'], ['Iron, Fe', '<= 0.30 %', '<= 0.30 %', 'Metal Alloy Basis'], ['Magnesium, Mg', '0.80 - 1.2 %', '0.80 - 1.2 %', 'Metal Alloy Basis'], ['Other, each', '<= 0.050 %', '<= 0.050 %', 'Metal Alloy Basis'], ['Other, total', '<= 0.15 %', '<= 0.15 %', 'Metal Alloy Basis'], ['Oxygen, O', '0.050 - 0.50 %', '0.050 - 0.50 %', 'Metal Alloy Basis'], ['Silicon, Si', '0.40 - 0.80 %', '0.40 - 0.80 %', 'Metal Alloy Basis'], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', 'Metal Alloy Basis'], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', 'Metal Alloy Basis']]"
Alclad Aluminum 2014-T3,"{'metric_value': '2.80', 'metric_unit': 'g/cc', 'comment': 'For AA2014 (Not Alclad)'}","{'metric_value': '72.4', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '276', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '434', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}",,,,"[['Aluminum, Al', '90.4 - 95 %', '90.4 - 95 %', 'As remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '3.9 - 5.0 %', '3.9 - 5.0 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Magnesium, Mg', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Manganese, Mn', '0.40 - 1.2 %', '0.40 - 1.2 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '0.50 - 1.2 %', '0.50 - 1.2 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
Aluminum 3003-H12,"{'metric_value': '2.73', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '68.9', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '124', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '131', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '55.2', 'metric_unit': 'MPa', 'comment': 'completely reversed stress; RR Moore machine/specimen'}","{'metric_value': '0.893', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.2 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '96.7 - 99 %', '96.7 - 99 %', 'As remainder'], ['Copper, Cu', '0.05 - 0.20 %', '0.05 - 0.20 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Manganese, Mn', '1.0 - 1.5 %', '1.0 - 1.5 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.60 %', '<= 0.60 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
"Aluminum 242.0-T571, Sand Cast","{'metric_value': '2.81', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': 'Compressive modulus in is typically about 2% higher for Al alloys'}","{'metric_value': '205', 'metric_unit': 'MPa', 'comment': 'typical'}","{'metric_value': '200', 'metric_unit': 'MPa', 'comment': 'AA'}","{'metric_value': '75.0', 'metric_unit': 'MPa', 'comment': 'Notch Status unknown, R.R. Moore Test'}","{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '22.7 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '88.3 - 93.6 %', '88.3 - 93.6 %', 'As remainder'], ['Chromium, Cr', '<= 0.25 %', '<= 0.25 %', ''], ['Copper, Cu', '3.5 - 4.5 %', '3.5 - 4.5 %', ''], ['Iron, Fe', '<= 1.0 %', '<= 1.0 %', ''], ['Magnesium, Mg', '1.2 - 1.8 %', '1.2 - 1.8 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Nickel, Ni', '1.7 - 2.3 %', '1.7 - 2.3 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.70 %', '<= 0.70 %', ''], ['Titanium, Ti', '<= 0.25 %', '<= 0.25 %', ''], ['Zinc, Zn', '<= 0.35 %', '<= 0.35 %', '']]"
Aluminum 1100-H12,"{'metric_value': '2.71', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '68.9', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '103', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '110', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '41.4', 'metric_unit': 'MPa', 'comment': 'completely reversed stress; RR Moore machine/specimen'}","{'metric_value': '0.904', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '>= 99.00 %', '>= 99.00 %', 'Specified'], ['Beryllium, Be', '<= 0.0008 %', '<= 0.0008 %', 'welding electrode and filler wire only'], ['Copper, Cu', '0.05 - 0.20 %', '0.05 - 0.20 %', ''], ['Manganese, Mn', '<= 0.05 %', '<= 0.05 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Si+Fe', '<= 0.95 %', '<= 0.95 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
Aluminum 7075-T6; 7075-T651,"{'metric_value': '2.81', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '71.7', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '503', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '572', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '159', 'metric_unit': 'MPa', 'comment': 'completely reversed stress; RR Moore machine/specimen'}","{'metric_value': '0.960', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '87.1 - 91.4 %', '87.1 - 91.4 %', 'As remainder'], ['Chromium, Cr', '0.18 - 0.28 %', '0.18 - 0.28 %', ''], ['Copper, Cu', '1.2 - 2.0 %', '1.2 - 2.0 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '2.1 - 2.9 %', '2.1 - 2.9 %', ''], ['Manganese, Mn', '<= 0.30 %', '<= 0.30 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.40 %', '<= 0.40 %', ''], ['Titanium, Ti', '<= 0.20 %', '<= 0.20 %', ''], ['Zinc, Zn', '5.1 - 6.1 %', '5.1 - 6.1 %', '']]"
Aluminum 3005-O,"{'metric_value': '2.73', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '69.0', 'metric_unit': 'GPa', 'comment': 'Average of Tension and Compression.  In Al alloys, the compressive modulus is typically 2% greater than the tensile modulus.  Estimated from trends in similar Al alloys.'}","{'metric_value': '55.0', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '130', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.890', 'metric_unit': 'J/g-°C', 'comment': 'Estimated from trends in similar Al alloys.'}","[{'value': '23.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '95.7 - 98.8 %', '95.7 - 98.8 %', 'As remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Magnesium, Mg', '0.20 - 0.60 %', '0.20 - 0.60 %', ''], ['Manganese, Mn', '1.0 - 1.5 %', '1.0 - 1.5 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.60 %', '<= 0.60 %', ''], ['Titanium, Ti', '<= 0.10 %', '<= 0.10 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
"Aluminum 851.0-T6, Permanent Mold Cast","{'metric_value': '2.83', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': 'Aluminum 850.0'}",,"{'metric_value': '124', 'metric_unit': 'MPa', 'comment': 'AA'}",,"{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': 'Typical for cast aluminum'}","[{'value': '22.7 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '86.6 - 91.5 %', '86.6 - 91.5 %', 'As remainder'], ['Copper, Cu', '0.70 - 1.3 %', '0.70 - 1.3 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Magnesium, Mg', '<= 0.10 %', '<= 0.10 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Nickel, Ni', '0.30 - 0.70 %', '0.30 - 0.70 %', ''], ['Other, total', '<= 0.30 %', '<= 0.30 %', ''], ['Silicon, Si', '2.0 - 3.0 %', '2.0 - 3.0 %', ''], ['Tin, Sn', '5.5 - 7.0 %', '5.5 - 7.0 %', ''], ['Titanium, Ti', '<= 0.20 %', '<= 0.20 %', '']]"
RSP Technology RSA-4062-T6 Aluminum Alloy,"{'metric_value': '2.63', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '90.0', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '420', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '470', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Aluminum, Al', '71.7 %', '71.7 %', ''], ['Copper, Cu', '2 %', '2 %', ''], ['Iron, Fe', '0.4 %', '0.4 %', ''], ['Magnesium, Mg', '1.5 %', '1.5 %', ''], ['Nickel, Ni', '0.4 %', '0.4 %', ''], ['Silicon, Si', '24 %', '24 %', ''], [''], [], ['Specific Stiffness', '34 GPa/(g/cc)', '']]"
Aluminum 6063-T83,"{'metric_value': '2.70', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '68.9', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '241', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '255', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}",,"{'metric_value': '0.900', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.4 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 97.5 %', '<= 97.5 %', 'As remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.35 %', '<= 0.35 %', ''], ['Magnesium, Mg', '0.45 - 0.90 %', '0.45 - 0.90 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '0.20 - 0.60 %', '0.20 - 0.60 %', ''], ['Titanium, Ti', '<= 0.10 %', '<= 0.10 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
Aluminum 2024-T4; 2024-T351 (Included Extended Size/Shape Data),"{'metric_value': '2.78', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '73.1', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '324', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '469', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '138', 'metric_unit': 'MPa', 'comment': 'completely reversed stress; RR Moore machine/specimen'}","{'metric_value': '0.875', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.2 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '90.7 - 94.7 %', '90.7 - 94.7 %', 'As remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '3.8 - 4.9 %', '3.8 - 4.9 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '1.2 - 1.8 %', '1.2 - 1.8 %', ''], ['Manganese, Mn', '0.30 - 0.90 %', '0.30 - 0.90 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
Aluminum 6262-T8,"{'metric_value': '2.72', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '69.0', 'metric_unit': 'GPa', 'comment': 'Average of Tension and Compression.  In Al alloys, the compressive modulus is typically 2% greater than the tensile modulus'}","{'metric_value': '296', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '310', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.890', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.4 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '94.6 - 97.8 %', '94.6 - 97.8 %', 'As remainder'], ['Bismuth, Bi', '0.40 - 0.70 %', '0.40 - 0.70 %', ''], ['Chromium, Cr', '0.04 - 0.14 %', '0.04 - 0.14 %', ''], ['Copper, Cu', '0.15 - 0.40 %', '0.15 - 0.40 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Lead, Pb', '0.40 - 0.70 %', '0.40 - 0.70 %', ''], ['Magnesium, Mg', '0.80 - 1.2 %', '0.80 - 1.2 %', ''], ['Manganese, Mn', '<= 0.15 %', '<= 0.15 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '0.40 - 0.80 %', '0.40 - 0.80 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
Aluminum 2090-T86,"{'metric_value': '2.59', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '76.0', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '520', 'metric_unit': 'MPa', 'comment': 'Extrusion'}","{'metric_value': '550', 'metric_unit': 'MPa', 'comment': 'Extrusion'}","{'metric_value': '120', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1.203', 'metric_unit': 'J/g-°C@Temperature 100 °C', 'comment': ''}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '93.2 - 95.6 %', '93.2 - 95.6 %', 'As remainder'], ['Chromium, Cr', '<= 0.05 %', '<= 0.05 %', ''], ['Copper, Cu', '2.4 - 3.0 %', '2.4 - 3.0 %', ''], ['Iron, Fe', '<= 0.12 %', '<= 0.12 %', ''], ['Lithium, Li', '1.9 - 2.6 %', '1.9 - 2.6 %', ''], ['Magnesium, Mg', '<= 0.25 %', '<= 0.25 %', ''], ['Manganese, Mn', '<= 0.05 %', '<= 0.05 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.10 %', '<= 0.10 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', ''], ['Zirconium, Zr', '0.08 - 0.15 %', '0.08 - 0.15 %', '']]"
